pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
RU	9	12700001	12750000	0.4162450066577896	31	1563	3755	988
EU	9	12750001	12800000	0.390484202352256	44	24137	61813	1151
RU	9	12750001	12800000	0.3781838316722037	44	2049	5418	1314
RU	9	12800001	12850000	0.4346815434681543	42	1870	4302	2124
EU	9	12800001	12850000	0.4274099491218877	42	25286	59161	941
EU	9	12850001	12900000	0.4038139572869451	52	29667	73467	945
RU	9	12850001	12900000	0.3995946630636717	52	2366	5921	2035
EU	9	12900001	12950000	0.4420598999501917	33	20413	46177	1046
RU	9	12900001	12950000	0.4537090281771133	33	1578	3478	1571
EU	9	12950001	13000000	0.378552474714456	37	19687	52006	941
RU	9	12950001	13000000	0.3679029304029304	37	1607	4368	1293
RU	9	13000001	13050000	0.4006595218466611	24	972	2426	1246
EU	9	13000001	13050000	0.4063396315680534	24	13742	33819	525
RU	9	13050001	13100000	0.4274000683293474	28	1251	2927	1357
EU	9	13050001	13100000	0.4267991966850548	28	16789	39337	731
RU	9	13100001	13150000	0.4025369486791574	75	3459	8593	2882
EU	9	13100001	13150000	0.391902445450183	75	41651	106279	1046
EU	9	13150001	13200000	0.4067820585360835	55	31633	77764	941
RU	9	13150001	13200000	0.4146418428526349	55	2628	6338	2077
RU	9	13200001	13250000	0.4364153201675643	54	2917	6684	1578
EU	9	13200001	13250000	0.4037993563074025	54	30864	76434	840
RU	9	13250001	13300000	0.3894984326018809	56	2485	6380	2188
EU	9	13250001	13300000	0.4075942644715879	56	32235	79086	1050
RU	9	13300001	13350000	0.3883507519755289	65	3047	7846	2099
EU	9	13300001	13350000	0.4115998696643858	65	37896	92070	945
RU	9	13350001	13400000	0.4198645598194131	74	3348	7974	3348
EU	9	13350001	13400000	0.4229595184434998	74	44478	105159	735
EU	9	13400001	13450000	0.4029422933228805	58	32895	81637	1361
RU	9	13400001	13450000	0.4152457372116349	58	2898	6979	1895
EU	9	13450001	13500000	0.3966683745188455	54	30194	76119	1155
RU	9	13450001	13500000	0.4223839223839223	54	2438	5772	2490
EU	9	13500001	13550000	0.4296241138052465	46	27694	64461	1365
RU	9	13500001	13550000	0.4524382243603761	46	2069	4573	2465
EU	9	13550001	13600000	0.4071364650066052	50	28662	70399	1151
RU	9	13550001	13600000	0.4119638826185101	50	2555	6202	1448
EU	9	13600001	13650000	0.3880904582740604	53	29191	75217	626
RU	9	13600001	13650000	0.371557336004006	53	2226	5991	2118
EU	9	13650001	13700000	0.4339719227487784	46	27976	64465	1361
RU	9	13650001	13700000	0.427460510328068	46	1759	4115	2923
RU	9	13700001	13750000	0.4011146765749029	61	2375	5921	3412
EU	9	13700001	13750000	0.4127863875454513	61	35079	84981	2310
EU	9	13750001	13800000	0.4108557079389608	44	25524	62124	840
RU	9	13750001	13800000	0.4290001875820671	44	2287	5331	1401
EU	9	13800001	13850000	0.4025702247191011	51	28663	71200	1781
RU	9	13800001	13850000	0.4039310068190934	51	2014	4986	2817
EU	9	13850001	13900000	0.3999647186310829	57	31742	79362	2205
RU	9	13850001	13900000	0.394659839063643	57	2158	5468	3253
RU	9	13900001	13950000	0.3765258215962441	73	2807	7455	3714
EU	9	13900001	13950000	0.3861266805158154	73	39405	102052	2411
EU	9	13950001	14000000	0.4242808137478303	87	51576	121561	2936
RU	9	13950001	14000000	0.4269583627381793	87	3630	8502	4809
EU	9	14000001	14050000	0.4106068695497419	40	23072	56190	1050
RU	9	14000001	14050000	0.3719856336582863	40	1450	3898	2222
EU	9	14050001	14100000	0.3947050404107065	83	46053	116677	2096
RU	9	14050001	14100000	0.3843876443304056	83	3895	10133	2566
EU	9	14100001	14150000	0.4168369743205676	56	32838	78779	1357
RU	9	14100001	14150000	0.4104249464995414	56	2685	6542	2026
EU	9	14150001	14200000	0.4163793445091745	36	21013	50466	1050
RU	9	14150001	14200000	0.4029268292682927	36	1652	4100	1408
RU	9	14200001	14250000	0.4275854265670966	83	3779	8838	3861
EU	9	14200001	14250000	0.4171538961260984	83	48802	116988	1785
RU	9	14250001	14300000	0.4192325193386925	67	2764	6593	3658
EU	9	14250001	14300000	0.4205883603281894	67	39574	94092	1785
EU	9	14300001	14350000	0.4249801681738854	90	53573	126060	2730
RU	9	14300001	14350000	0.400705174738152	90	3864	9643	4127
EU	9	14350001	14400000	0.416763652889081	64	37600	90219	1365
RU	9	14350001	14400000	0.4285329018338727	64	3178	7416	2376
EU	9	14400001	14450000	0.4058532134011211	55	31133	76710	1995
RU	9	14400001	14450000	0.3988667582417582	55	2323	5824	2591
EU	9	14450001	14500000	0.4110881892745737	71	41249	100341	1260
RU	9	14450001	14500000	0.4071668792763539	71	3511	8623	2240
RU	9	14500001	14550000	0.3814526588845655	75	2941	7710	3765
EU	9	14500001	14550000	0.3799552444888825	75	39901	105015	2310
EU	9	14550001	14600000	0.4185738785889589	96	56623	135276	2100
RU	9	14550001	14600000	0.4091562110908917	96	4272	10441	4247
EU	9	14600001	14650000	0.4132120319251536	94	54413	131683	2831
RU	9	14600001	14650000	0.4059388335704125	94	4566	11248	3134
EU	9	14650001	14700000	0.4251800421021531	96	57563	135385	1991
RU	9	14650001	14700000	0.4019692190039193	96	4205	10461	4227
RU	9	14700001	14750000	0.4011533157828758	85	3200	7977	5028
EU	9	14700001	14750000	0.4182886338861474	85	50267	120173	1462
RU	9	14750001	14800000	0.3995756718528995	126	5650	14140	5138
EU	9	14750001	14800000	0.404337224266781	126	71634	177164	3142
RU	9	14800001	14850000	0.3953853706431026	88	4027	10185	3279
EU	9	14800001	14850000	0.3960021697418169	88	48913	123517	2411
EU	9	14850001	14900000	0.4027163131390203	74	42224	104848	1046
RU	9	14850001	14900000	0.4095744680851064	74	3619	8836	2486
RU	9	14900001	14950000	0.4044700793078586	83	3366	8322	4377
EU	9	14900001	14950000	0.3955754724284154	83	45990	116261	2512
RU	9	14950001	15000000	0.3817427385892116	86	3680	9640	3518
EU	9	14950001	15000000	0.4029453791576843	86	48785	121071	1995
EU	9	15000001	15050000	0.406401223442023	65	37204	91545	1470
RU	9	15000001	15050000	0.3876143109257179	65	2416	6233	3712
EU	9	15050001	15100000	0.4249233986320666	98	58523	137726	2512
RU	9	15050001	15100000	0.397480755773268	98	3976	10003	4991
EU	9	15100001	15150000	0.3870360292656802	82	44806	115767	1575
RU	9	15100001	15150000	0.3610503282275711	82	3135	8683	3863
EU	9	15150001	15200000	0.4293037661291105	73	44217	102997	1466
RU	9	15150001	15200000	0.4093531361237265	73	3335	8147	3022
RU	9	15200001	15250000	0.4239445494643982	75	3364	7935	3540
EU	9	15200001	15250000	0.4226709282144178	75	44566	105439	1886
EU	9	15250001	15300000	0.4327799000881575	39	23564	54448	1361
RU	9	15250001	15300000	0.4244986711766127	39	1757	4139	1828
EU	9	15300001	15350000	0.4090924240909242	64	36822	90009	1575
RU	9	15300001	15350000	0.4075612201059716	64	2846	6983	2809
EU	9	15350001	15400000	0.4223038772764693	71	42064	99606	1995
RU	9	15350001	15400000	0.421625344352617	71	3061	7260	3603
EU	9	15400001	15450000	0.4370706506562413	51	31303	71620	1361
RU	9	15400001	15450000	0.4320119352088661	51	2027	4692	3111
RU	9	15450001	15500000	0.4040007144132881	53	2262	5599	2510
EU	9	15450001	15500000	0.4028986284473165	53	30051	74587	1256
RU	9	15500001	15550000	0.3693241816261879	37	1399	3788	1873
EU	9	15500001	15550000	0.3769138138654739	37	19719	52317	630
RU	9	15550001	15600000	0.3872043181457374	56	2439	6299	2269
EU	9	15550001	15600000	0.3938162342841949	56	31104	78981	1155
EU	9	15600001	15650000	0.3940992380762808	64	35638	90429	1155
RU	9	15600001	15650000	0.3857365218621763	64	2726	7067	2725
EU	9	15650001	15700000	0.3812019356263679	71	37970	99606	1995
RU	9	15650001	15700000	0.3895709403872927	71	3078	7901	2962
EU	9	15700001	15750000	0.4255135378722445	57	33993	79887	1680
RU	9	15700001	15750000	0.395294956335769	57	2218	5611	3110
EU	9	15750001	15800000	0.4046462565008341	58	32990	81528	1470
RU	9	15750001	15800000	0.392468474693384	58	2272	5789	3085
EU	9	15800001	15850000	0.4303159895462105	75	45280	105225	2100
RU	9	15800001	15850000	0.3948649845064187	75	2676	6777	4698
EU	9	15850001	15900000	0.4176069288722785	60	35198	84285	1575
RU	9	15850001	15900000	0.377979394125788	60	2458	6503	2677
EU	9	15900001	15950000	0.407428965124014	60	34299	84184	1676
RU	9	15900001	15950000	0.3900638467677574	60	1955	5012	4168
EU	9	15950001	16000000	0.3927882904259105	96	52973	134864	2512
RU	9	15950001	16000000	0.383831092664441	96	4254	11083	3605
EU	9	16000001	16050000	0.4073710197501007	86	48513	119088	3978
RU	9	16000001	16050000	0.3729158194387962	86	2751	7377	5781
RU	9	16050001	16100000	0.413280662151994	51	2197	5316	2487
EU	9	16050001	16100000	0.4081560783208903	51	28975	70990	1991
RU	9	16100001	16150000	0.4288361749444032	52	2314	5396	2560
EU	9	16100001	16150000	0.4191827531210471	52	30488	72732	1680
RU	9	16150001	16200000	0.3898855954238169	82	2999	7692	4854
EU	9	16150001	16200000	0.3953731159967013	82	45067	113986	3356
RU	9	16200001	16250000	0.3989054423837032	62	2624	6578	2908
EU	9	16200001	16250000	0.3983483894515923	62	34924	87672	1050
RU	9	16250001	16300000	0.3947289005130268	79	3924	9941	2146
EU	9	16250001	16300000	0.403248752903888	79	44784	111058	1991
EU	9	16300001	16350000	0.3969719735386798	68	38045	95838	1470
RU	9	16300001	16350000	0.4048088293259755	68	3081	7611	2793
EU	9	16350001	16400000	0.4203560385350944	79	47037	111898	1151
RU	9	16350001	16400000	0.3923484769726583	79	3774	9619	2468
EU	9	16400001	16450000	0.4178287395141083	78	46023	110148	1470
RU	9	16400001	16450000	0.4105775075987842	78	3377	8225	3709
EU	9	16450001	16500000	0.4054454437587323	101	57748	142431	2100
RU	9	16450001	16500000	0.3799523515397511	101	4306	11333	4120
RU	9	16500001	16550000	0.4044479957384472	83	3037	7509	5190
EU	9	16500001	16550000	0.4050133066049148	83	46873	115732	3041
RU	9	16550001	16600000	0.4148529411764706	64	2821	6800	2992
EU	9	16550001	16600000	0.4089974522862378	64	36602	89492	2092
EU	9	16600001	16650000	0.4265860607324022	61	36834	86346	945
RU	9	16600001	16650000	0.4107372942018611	61	2869	6985	2348
EU	9	16650001	16700000	0.4059536596593525	70	39684	97755	2415
RU	9	16650001	16700000	0.4097409032988815	70	2894	7063	3647
EU	9	16700001	16750000	0.4097799078459596	88	50959	124357	1571
RU	9	16700001	16750000	0.3981157731157731	88	4099	10296	3168
RU	9	16750001	16800000	0.4171763287104832	102	4843	11609	3997
EU	9	16750001	16800000	0.4045225605550795	102	58068	143547	2415
EU	9	16800001	16850000	0.4149283914889166	82	47601	114721	2621
RU	9	16800001	16850000	0.4214507632041064	82	3120	7403	5143
EU	9	16850001	16900000	0.4016165321333745	67	37664	93781	2096
RU	9	16850001	16900000	0.4008744157997889	67	2659	6633	3618
RU	9	16900001	16950000	0.3979169857558585	66	2598	6529	3569
EU	9	16900001	16950000	0.4071590562170177	66	37343	91716	2730
RU	9	16950001	17000000	0.3986217863768884	97	4512	11319	3522
EU	9	16950001	17000000	0.3902505087773239	97	53309	136602	2205
EU	9	17000001	17050000	0.3915053961966465	84	46651	119158	1046
RU	9	17000001	17050000	0.3814779775044675	84	3629	9513	3339
RU	9	17050001	17100000	0.4211744639376218	70	3457	8208	2502
EU	9	17050001	17100000	0.4084817349280159	70	40233	98494	1676
RU	9	17100001	17150000	0.3593305439330544	61	2147	5975	3358
EU	9	17100001	17150000	0.3871494722986155	61	32941	85086	2205
EU	9	17150001	17200000	0.4206495818358916	43	25048	59546	1987
RU	9	17150001	17200000	0.4296977660972405	43	1635	3805	2774
EU	9	17200001	17250000	0.4456793553764934	44	27268	61183	1781
RU	9	17200001	17250000	0.4326852079744031	44	1758	4063	2669
EU	9	17250001	17300000	0.4133421710371874	52	29933	72417	1995
RU	9	17250001	17300000	0.4023185100722158	52	2117	5262	2694
RU	9	17300001	17350000	0.3927257866775643	52	1922	4894	3062
EU	9	17300001	17350000	0.3966440160865344	52	28602	72110	2302
RU	9	17350001	17400000	0.3743909866017052	61	2459	6568	2765
EU	9	17350001	17400000	0.3961199171380025	61	34037	85926	1365
RU	9	17400001	17450000	0.3652553367142351	87	3097	8479	4832
EU	9	17400001	17450000	0.3870636801094311	87	47538	122817	1680
RU	9	17450001	17500000	0.3800203355363498	81	2990	7868	4525
EU	9	17450001	17500000	0.401269262429301	81	45335	112979	2932
RU	9	17500001	17550000	0.4058737151248164	90	4146	10215	3555
EU	9	17500001	17550000	0.4163881717534884	90	52579	126274	2516
EU	9	17550001	17600000	0.4038453803145489	53	30120	74583	1260
RU	9	17550001	17600000	0.3878205128205128	53	2299	5928	2181
EU	9	17600001	17650000	0.4369383825417201	49	29953	68552	1567
RU	9	17600001	17650000	0.4040750090155067	49	2241	5546	1951
EU	9	17650001	17700000	0.4095715761430979	52	30133	73572	840
RU	9	17650001	17700000	0.4198319941563185	52	2299	5476	2480
EU	9	17700001	17750000	0.3819801046860658	57	30796	80622	945
RU	9	17700001	17750000	0.3679807146908678	57	2595	7052	1669
EU	9	17750001	17800000	0.4341330585811009	58	35394	81528	1470
RU	9	17750001	17800000	0.4440132240908437	58	3089	6957	1917
RU	9	17800001	17850000	0.3847900113507378	51	2373	6167	1636
EU	9	17800001	17850000	0.3674968071519796	51	26473	72036	945
EU	9	17850001	17900000	0.4235739579660601	93	55262	130466	2617
RU	9	17850001	17900000	0.3991039938995329	93	4187	10491	3738
RU	9	17900001	17950000	0.4010168758113371	77	3707	9244	2537
EU	9	17900001	17950000	0.4127107985789169	77	44957	108931	1256
EU	9	17950001	18000000	0.4037601052829479	75	42952	106380	945
RU	9	17950001	18000000	0.418081449848974	75	4014	9601	1874
EU	9	18000001	18050000	0.4309403028107004	91	55303	128331	1890
RU	9	18000001	18050000	0.4162337662337662	91	4487	10780	3143
EU	9	18050001	18100000	0.4032874156634741	88	50150	124353	1575
RU	9	18050001	18100000	0.3941884916841904	88	4124	10462	3002
RU	9	18100001	18150000	0.4162633107454017	69	3440	8264	2293
EU	9	18100001	18150000	0.4280148001157551	69	41413	96756	1983
RU	9	18150001	18200000	0.3946474086661002	93	4645	11770	2459
EU	9	18150001	18200000	0.4027283107612501	93	53258	132243	840
RU	9	18200001	18250000	0.3797585886722377	73	3272	8616	2553
EU	9	18200001	18250000	0.3895297678331415	73	40284	103417	1046
RU	9	18250001	18300000	0.4003276897870016	82	3665	9155	3391
EU	9	18250001	18300000	0.4146965244002878	82	47834	115347	1995
RU	9	18300001	18350000	0.3823310271420969	74	3592	9395	1927
EU	9	18300001	18350000	0.3842723608609896	74	40329	104949	945
RU	9	18350001	18400000	0.4056408129406885	98	4890	12055	2939
EU	9	18350001	18400000	0.4105060470348975	98	56922	138663	1575
RU	9	18400001	18450000	0.4247258225324028	40	2130	5015	1105
EU	9	18400001	18450000	0.409945239357004	40	23207	56610	630
RU	9	18450001	18500000	0.3789523360075507	66	3212	8476	1622
EU	9	18450001	18500000	0.396384451199793	66	36771	92766	1680
EU	9	18500001	18550000	0.4122043506745284	53	30830	74793	1050
RU	9	18500001	18550000	0.4054188005947464	53	2454	6053	2056
EU	9	18550001	18600000	0.4226607761699426	54	31954	75602	1672
RU	9	18550001	18600000	0.4107940873152286	54	2390	5818	2444
RU	9	18600001	18650000	0.4017351069982648	77	3473	8645	3136
EU	9	18600001	18650000	0.4064341149197797	77	44357	109137	1050
EU	9	18650001	18700000	0.4173133363179624	57	33557	80412	1155
RU	9	18650001	18700000	0.4054689797118495	57	2758	6802	1919
EU	9	18700001	18750000	0.4006086907512822	76	42648	106458	2298
RU	9	18700001	18750000	0.4087505849321479	76	3494	8548	3080
EU	9	18750001	18800000	0.405686144241619	67	38470	94827	1050
RU	9	18750001	18800000	0.4023393283863665	67	3199	7951	2300
RU	9	18800001	18850000	0.4248088360237892	98	5000	11770	3224
EU	9	18800001	18850000	0.4232963182811889	98	58475	138142	2096
RU	9	18850001	18900000	0.4104976997072355	80	3926	9564	2676
EU	9	18850001	18900000	0.413379346960446	80	46716	113010	1470
EU	9	18900001	18950000	0.3867202371791237	87	47741	123451	1046
RU	9	18900001	18950000	0.3917555217060167	87	4115	10504	2807
EU	9	18950001	19000000	0.3871675017027272	76	41497	107181	1575
RU	9	18950001	19000000	0.3786091450398831	76	3370	8901	2727
RU	9	19000001	19050000	0.4098885118759088	88	4228	10315	3149
EU	9	19000001	19050000	0.4170740910222136	88	51952	124563	1365
EU	9	19050001	19100000	0.3847568339005379	78	42057	109308	2310
RU	9	19050001	19100000	0.412847106055537	78	3702	8967	2967
EU	9	19100001	19150000	0.4022087407776762	77	43558	108297	1890
RU	9	19100001	19150000	0.4001093493712411	77	3659	9145	2636
RU	9	19150001	19200000	0.4129592518370073	69	3091	7485	3072
EU	9	19150001	19200000	0.4198674406158659	69	40796	97164	1575
EU	9	19200001	19250000	0.4000973093058909	77	43583	108931	1256
RU	9	19200001	19250000	0.389426247526929	77	3543	9098	2683
EU	9	19250001	19300000	0.377505126375058	126	66644	176538	3768
RU	9	19250001	19300000	0.3759931895573212	126	5300	14096	5182
EU	9	19300001	19350000	0.4075125909345271	101	58258	142960	1571
RU	9	19300001	19350000	0.4174237921372166	101	4916	11777	3676
EU	9	19350001	19400000	0.4050752869327156	121	69246	170946	2205
RU	9	19350001	19400000	0.4012678519382104	121	5507	13724	4789
RU	9	19400001	19450000	0.399485571899365	105	4970	12441	3624
EU	9	19400001	19450000	0.4066213292534155	105	60330	148369	1886
EU	9	19450001	19500000	0.4032658123191401	89	50726	125788	1571
RU	9	19450001	19500000	0.4006187161639598	89	4144	10344	3273
EU	9	19500001	19550000	0.405919621749409	75	42926	105750	1575
RU	9	19500001	19550000	0.4160273810928833	75	3525	8473	3002
RU	9	19550001	19600000	0.4011884808776474	111	5266	13126	3857
EU	9	19550001	19600000	0.4056006358240716	111	63281	156018	2823
RU	9	19600001	19650000	0.3850596359070935	74	3067	7965	3357
EU	9	19600001	19650000	0.3916633515422605	74	40366	103063	2831
EU	9	19650001	19700000	0.3885988204990502	71	39074	100551	1050
RU	9	19650001	19700000	0.3851117218305652	71	3223	8369	2494
RU	9	19700001	19750000	0.3744135126681264	76	3591	9591	2037
EU	9	19700001	19750000	0.4044670766433851	76	43606	107811	945
EU	9	19750001	19800000	0.4073469979521195	78	44954	110358	1260
RU	9	19750001	19800000	0.3979133946600852	78	3547	8914	3020
EU	9	19800001	19850000	0.3823107488796638	56	30115	78771	1365
RU	9	19800001	19850000	0.3905062383479133	56	2723	6973	1595
RU	9	19850001	19900000	0.4020032485110991	59	2970	7388	1639
EU	9	19850001	19900000	0.4337007949660158	59	36116	83274	1155
EU	9	19900001	19950000	0.422355854262469	72	42984	101772	1260
RU	9	19900001	19950000	0.4029358215748748	72	3541	8788	2228
EU	9	19950001	20000000	0.4276991396058839	87	52394	122502	1995
RU	9	19950001	20000000	0.4126821068360105	87	4419	10708	2603
RU	9	20000001	20050000	0.4025516519089784	81	4228	10503	1890
EU	9	20000001	20050000	0.4140205646566748	81	47513	114760	1151
EU	9	20050001	20100000	0.3957402954311233	72	40320	101885	1147
RU	9	20050001	20100000	0.3811748998664886	72	3426	8988	2028
EU	9	20100001	20150000	0.3916976853107205	86	47670	121701	1365
RU	9	20100001	20150000	0.3769607843137255	86	3845	10200	2958
EU	9	20150001	20200000	0.4299096246454251	64	39102	90954	630
RU	9	20150001	20200000	0.4335276158756592	64	3124	7206	2586
RU	9	20200001	20250000	0.4054458408138839	57	2710	6684	2037
EU	9	20200001	20250000	0.4125098970704671	57	33344	80832	735
EU	9	20250001	20300000	0.4049529901122367	70	40013	98809	1361
RU	9	20250001	20300000	0.3831898613103778	70	3205	8364	2346
EU	9	20300001	20350000	0.3940145743945983	73	40498	102783	1680
RU	9	20300001	20350000	0.3958408031552528	73	3312	8367	2802
EU	9	20350001	20400000	0.4013866012946719	74	41916	104428	1466
RU	9	20350001	20400000	0.3923514462059784	74	3242	8263	3059
RU	9	20400001	20450000	0.3967782474580144	72	3473	8753	2263
EU	9	20400001	20450000	0.4072319981251098	72	41703	102406	626
EU	9	20450001	20500000	0.4086747822644497	57	33034	80832	735
RU	9	20450001	20500000	0.3836796063422635	57	2807	7316	1405
RU	9	20500001	20550000	0.410134508348794	68	3537	8624	1780
EU	9	20500001	20550000	0.4102691408593475	68	39664	96678	630
EU	9	20550001	20600000	0.3941165666707481	69	38625	98004	735
RU	9	20550001	20600000	0.3869781783681214	69	3263	8432	2125
EU	9	20600001	20650000	0.4152658158669757	70	41032	98809	1361
RU	9	20600001	20650000	0.3878730683024655	70	3288	8477	2233
EU	9	20650001	20700000	0.3942954031001747	82	45812	116187	1155
RU	9	20650001	20700000	0.3916438495081635	82	3862	9861	2685
EU	9	20700001	20750000	0.3951153102064631	69	38600	97693	1046
RU	9	20700001	20750000	0.3921416569729869	69	3034	7737	2820
RU	9	20750001	20800000	0.3837649112598196	81	3957	10311	2082
EU	9	20750001	20800000	0.3868861568382302	81	44560	115176	735
EU	9	20800001	20850000	0.3849747434802324	67	36506	94827	1050
RU	9	20800001	20850000	0.3555583250249252	67	2853	8024	2227
EU	9	20850001	20900000	0.4297343413038841	60	36267	84394	1466
RU	9	20850001	20900000	0.4178223664797875	60	2832	6778	2402
EU	9	20900001	20950000	0.4146080090242526	75	44106	106380	945
RU	9	20900001	20950000	0.3960326721120186	75	3394	8570	2905
RU	9	20950001	21000000	0.3766063779152784	69	3165	8404	2153
EU	9	20950001	21000000	0.3830069765779017	69	37496	97899	840
RU	9	21000001	21050000	0.3924966099141178	107	5210	13274	3097
EU	9	21000001	21050000	0.4028161931103847	107	60876	151126	1991
EU	9	21050001	21100000	0.4147112026208081	85	49750	119963	1672
RU	9	21050001	21100000	0.4039622641509434	85	4282	10600	2405
EU	9	21100001	21150000	0.4220695213251044	67	39802	94302	1575
RU	9	21100001	21150000	0.3979529669794078	67	3266	8207	2044
EU	9	21150001	21200000	0.3934887425748447	84	46436	118011	2193
RU	9	21150001	21200000	0.3736604907361041	84	3731	9985	2867
EU	9	21200001	21250000	0.3947761798514002	96	53611	135801	1575
RU	9	21200001	21250000	0.3857928118393234	96	4562	11825	2863
EU	9	21250001	21300000	0.4117882748096809	83	48304	117303	1470
RU	9	21250001	21300000	0.41511746680286	83	4064	9790	2909
EU	9	21300001	21350000	0.407323927985085	76	43914	107811	945
RU	9	21300001	21350000	0.4161463468068792	76	3799	9129	2499
EU	9	21350001	21400000	0.4051888073892964	89	50711	125154	2205
RU	9	21350001	21400000	0.4024079175594327	89	3944	9801	3816
RU	9	21400001	21450000	0.432837321536296	89	4305	9946	3671
EU	9	21400001	21450000	0.4433773829117464	89	55494	125162	2197
EU	9	21450001	21500000	0.4150777568907009	88	51006	122883	3045
RU	9	21450001	21500000	0.3948374760994264	88	3717	9414	4050
RU	9	21500001	21550000	0.4087229787639272	101	4292	10501	4952
EU	9	21500001	21550000	0.4133920505871725	101	58576	141696	2835
EU	9	21550001	21600000	0.3876520838726378	105	56905	146794	3461
RU	9	21550001	21600000	0.3796587551234391	105	3983	10491	5574
EU	9	21600001	21650000	0.4044689636612872	85	48095	118909	2726
RU	9	21600001	21650000	0.4229841269841269	85	3331	7875	5130
EU	9	21650001	21700000	0.4151069206713298	107	62254	149971	3146
RU	9	21650001	21700000	0.3997050147492625	107	4878	12204	4167
RU	9	21700001	21750000	0.4134451287378496	127	5572	13477	5954
EU	9	21700001	21750000	0.4148661785447373	127	73830	177961	3776
RU	9	21750001	21800000	0.3948520773256435	88	3697	9363	4101
EU	9	21750001	21800000	0.4326839080920362	88	53989	124777	1151
RU	9	21800001	21850000	0.4128168438266558	78	4039	9784	2150
EU	9	21800001	21850000	0.4175690728803345	78	45733	109522	2096
RU	9	21850001	21900000	0.4122862571247625	68	3255	7895	2509
EU	9	21850001	21900000	0.390569691417149	68	37515	96052	1256
RU	9	21900001	21950000	0.4278822961890979	72	3548	8292	2724
EU	9	21900001	21950000	0.4320379277444992	72	43924	101667	1365
RU	9	21950001	22000000	0.3949232585596222	93	4683	11858	2371
EU	9	21950001	22000000	0.3863372159285177	93	50847	131613	1470
EU	9	22000001	22050000	0.3772783687943262	80	42557	112800	1680
RU	9	22000001	22050000	0.4001338986833296	80	3586	8962	3278
RU	9	22050001	22100000	0.4130990415335463	83	3879	9390	3309
EU	9	22050001	22100000	0.3907705732887318	83	45676	116887	1886
RU	9	22100001	22150000	0.392260579064588	57	2818	7184	1537
EU	9	22100001	22150000	0.3835384653949314	57	30601	79786	1781
EU	9	22150001	22200000	0.437095337490195	53	32877	75217	626
RU	9	22150001	22200000	0.423534662302886	53	2847	6722	1387
EU	9	22200001	22250000	0.417465975769603	58	34079	81633	1365
RU	9	22200001	22250000	0.4200169875424688	58	2967	7064	1810
EU	9	22250001	22300000	0.3750441171752173	66	35067	93501	945
RU	9	22250001	22300000	0.3731581532416503	66	3039	8144	1954
RU	9	22300001	22350000	0.3644257452331931	90	4071	11171	2599
EU	9	22300001	22350000	0.3811109798826818	90	48403	127005	1785
RU	9	22350001	22400000	0.4015734111199505	96	4543	11313	3375
EU	9	22350001	22400000	0.411116265712329	96	55830	135801	1575
EU	9	22400001	22450000	0.3989991513665692	105	59241	148474	1781
RU	9	22400001	22450000	0.3662095639943741	105	4166	11376	4689
EU	9	22450001	22500000	0.4094695339032273	103	59923	146343	1050
RU	9	22450001	22500000	0.3951942330796956	103	4934	12485	3274
EU	9	22500001	22550000	0.4134977605988097	115	67396	162990	1575
RU	9	22500001	22550000	0.4033201696650578	115	5515	13674	3921
EU	9	22550001	22600000	0.4075970792819283	114	65981	161878	1256
RU	9	22550001	22600000	0.4021357628257785	114	5385	13391	4051
EU	9	22600001	22650000	0.3910121902478017	113	62612	160128	1575
RU	9	22600001	22650000	0.3756217210601622	113	5513	14677	2612
EU	9	22650001	22700000	0.4091483092465273	101	58320	142540	1991
RU	9	22650001	22700000	0.4010448410970831	101	4606	11485	3968
RU	9	22700001	22750000	0.4129176257236521	120	5920	14337	4023
EU	9	22700001	22750000	0.4151563328033916	120	70506	169830	1890
EU	9	22750001	22800000	0.409247532128888	91	52734	128856	1365
RU	9	22750001	22800000	0.39480014803849	91	4267	10808	3115
RU	9	22800001	22850000	0.4054199707444761	108	5266	12989	3535
EU	9	22800001	22850000	0.3963644932611556	108	60553	152771	1777
RU	9	22850001	22900000	0.4159594286897122	84	4019	9662	3190
EU	9	22850001	22900000	0.3981962354014136	84	47154	118419	1785
RU	9	22900001	22950000	0.3962876559488792	74	3907	9859	1463
EU	9	22900001	22950000	0.4093584205490969	74	42360	103479	2415
RU	9	22950001	23000000	0.3834358824103916	85	3926	10239	2766
EU	9	22950001	23000000	0.3991401347896816	85	48090	120484	1151
RU	9	23000001	23050000	0.385600925772855	105	4665	12098	3967
EU	9	23000001	23050000	0.3882651923245895	105	57445	147953	2302
EU	9	23050001	23100000	0.4177683051853451	105	61940	148264	1991
RU	9	23050001	23100000	0.4053050003714986	105	5455	13459	2606
RU	9	23100001	23150000	0.4404214399197257	91	5267	11959	1964
EU	9	23100001	23150000	0.4241163435761548	91	54739	129066	1155
RU	9	23150001	23200000	0.3949809056192035	91	4344	10998	2925
EU	9	23150001	23200000	0.4002477259531643	91	51702	129175	1046
EU	9	23200001	23250000	0.4182695889267995	96	56146	134234	3142
RU	9	23200001	23250000	0.4382415156810448	96	4765	10873	3815
EU	9	23250001	23300000	0.4157899602477581	115	67464	162255	2310
RU	9	23250001	23300000	0.39666158747749	115	5727	14438	3157
EU	9	23300001	23350000	0.4097856318219983	108	62471	152448	2100
RU	9	23300001	23350000	0.4066438406061047	108	5582	13727	2797
